VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,01-01-2020 00:22,01-01-2020 00:33,1,1.3,1,N,79,233,1,8.5,3,0.5,1.7,0,0.3,14,2.5
1,01-01-2020 00:47,01-01-2020 00:55,1,0.7,1,N,233,170,1,6.5,3,0.5,2.05,0,0.3,12.35,2.5
1,01-01-2020 00:57,01-01-2020 01:00,1,0.4,1,N,170,107,1,4,3,0.5,1.55,0,0.3,9.35,2.5
1,01-01-2020 00:28,01-01-2020 00:43,2,3.9,1,N,148,49,1,14.5,3,0.5,3.7,0,0.3,22,2.5
1,01-01-2020 00:04,01-01-2020 00:17,1,3.3,1,N,144,229,1,12,3,0.5,3.15,0,0.3,18.95,2.5
1,01-01-2020 00:19,01-01-2020 00:34,1,1.7,1,N,229,142,2,11,3,0.5,0,0,0.3,14.8,2.5
1,01-01-2020 00:37,01-01-2020 00:40,1,0.6,1,N,142,239,1,4.5,3,0.5,2.45,0,0.3,10.75,2.5
1,01-01-2020 00:43,01-01-2020 00:54,1,2.3,1,N,239,41,1,10,3,0.5,2.75,0,0.3,16.55,2.5
1,01-01-2020 00:55,01-01-2020 01:06,1,1.5,1,N,41,74,1,9,0.5,0.5,2.05,0,0.3,12.35,0
2,01-01-2020 00:22,01-01-2020 00:28,2,0.81,1,N,239,142,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,01-01-2020 00:30,01-01-2020 01:31,1,0.8,1,N,48,68,2,18.5,1.3,0.5,0,0,0,22.8,2.5
1,01-01-2020 00:54,01-01-2020 00:58,6,0.9,1,N,95,95,2,5,0.5,0.5,0,0,0.3,6.3,0
1,01-01-2020 00:23,01-01-2020 00:26,1,0.9,1,N,229,140,1,4.5,3,0.5,1.65,0,0.3,9.95,2.5
1,01-01-2020 00:33,01-01-2020 00:36,2,0.6,1,N,141,140,1,4.5,3,0.5,1.65,0,0.3,9.95,2.5
1,01-01-2020 00:43,01-01-2020 00:46,1,0.7,1,N,141,141,1,4.5,3,0.5,1,0,0.3,9.3,2.5
1,01-01-2020 00:58,01-01-2020 01:07,1,1.1,1,N,233,229,1,7,3,0.5,2.15,0,0.3,12.95,2.5
2,01-01-2020 00:31,01-01-2020 00:47,2,2.77,1,N,144,68,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
2,01-01-2020 00:50,01-01-2020 01:06,1,1.39,1,N,246,48,2,10,0.5,0.5,0,0,0.3,13.8,2.5
2,01-01-2020 00:12,01-01-2020 00:18,1,0.69,1,N,79,79,1,5.5,0.5,0.5,2.32,0,0.3,11.62,2.5
2,01-01-2020 00:43,01-01-2020 01:21,1,3.23,1,N,237,48,2,22.5,0.5,0.5,0,0,0.3,26.3,2.5
2,01-01-2020 00:05,01-01-2020 00:25,3,3.36,1,N,237,107,1,15,0.5,0.5,3.76,0,0.3,22.56,2.5
2,01-01-2020 00:42,01-01-2020 00:47,4,0.66,1,N,234,90,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,01-01-2020 00:51,01-01-2020 01:04,2,2,1,N,90,148,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
1,01-01-2020 00:33,01-01-2020 00:59,1,8.7,1,N,166,213,2,28,0.5,0.5,0,0,0.3,29.3,0
1,01-01-2020 00:26,01-01-2020 00:48,1,2.4,1,N,249,100,1,14.5,3,0.5,3.65,0,0.3,21.95,2.5
1,01-01-2020 00:59,01-01-2020 01:08,1,1,1,N,234,137,1,7,3,0.5,2.15,0,0.3,12.95,2.5
1,01-01-2020 00:20,01-01-2020 00:26,1,1.3,1,N,87,148,1,6.5,3,0.5,2,0,0.3,12.3,2.5
1,01-01-2020 00:30,01-01-2020 00:43,1,2,1,N,148,170,1,10.5,3,0.5,1,0,0.3,15.3,2.5
1,01-01-2020 00:55,01-01-2020 01:31,2,5.2,1,N,113,239,1,25.5,3,0.5,5.85,0,0.3,35.15,2.5
2,01-01-2020 00:21,01-01-2020 00:33,1,1.58,1,N,234,162,1,9.5,0.5,0.5,3.99,0,0.3,17.29,2.5
1,01-01-2020 00:28,01-01-2020 00:44,2,2.1,1,N,43,170,2,11.5,3,0.5,0,0,0.3,15.3,2.5
1,01-01-2020 00:59,01-01-2020 01:20,2,3.3,1,N,234,263,1,15,3,0.5,3.75,0,0.3,22.55,2.5
2,01-01-2020 00:20,01-01-2020 00:26,3,1.18,1,N,237,239,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,01-01-2020 00:29,01-01-2020 00:48,3,2.42,1,N,239,229,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,01-01-2020 00:50,01-01-2020 01:08,2,3.23,1,N,229,239,1,13.5,0.5,0.5,0,0,0.3,17.3,2.5
1,01-01-2020 00:27,01-01-2020 00:49,2,2.3,1,N,161,79,2,15,3,0.5,0,0,0.3,18.8,2.5
1,01-01-2020 00:53,01-01-2020 01:04,3,1.3,1,N,107,170,2,8.5,3,0.5,0,0,0.3,12.3,2.5
2,01-01-2020 00:09,01-01-2020 00:28,1,7.1,1,N,166,248,2,22,0.5,0.5,0,0,0.3,23.3,0
2,01-01-2020 00:42,01-01-2020 01:16,1,14.52,1,N,185,226,1,41,0.5,0.5,8.46,0,0.3,52.71,0
2,01-01-2020 00:15,01-01-2020 00:26,1,2.09,1,N,162,142,2,10,0.5,0.5,0,0,0.3,13.8,2.5
2,01-01-2020 00:28,01-01-2020 00:54,1,4.82,1,N,142,7,1,20.5,0.5,0.5,4.86,0,0.3,29.16,2.5
2,01-01-2020 00:13,01-01-2020 00:17,2,1.31,1,N,236,237,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
2,01-01-2020 00:20,01-01-2020 00:29,2,3.32,1,N,237,42,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,01-01-2020 00:39,01-01-2020 01:00,1,2.8,1,N,236,162,2,15,0.5,0.5,0,0,0.3,18.8,2.5
2,01-01-2020 00:35,01-01-2020 00:54,2,4.55,1,N,189,80,1,17.5,0.5,0.5,0,0,0.3,18.8,0
2,01-01-2020 00:08,01-01-2020 00:21,2,1.75,1,N,211,107,2,10,0.5,0.5,0,0,0.3,13.8,2.5
2,01-01-2020 00:30,01-01-2020 00:38,2,1.12,1,N,162,170,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,01-01-2020 00:53,01-01-2020 01:12,2,4.07,1,N,79,262,1,15.5,0.5,0.5,4.82,0,0.3,24.12,2.5
2,01-01-2020 00:13,01-01-2020 00:16,1,1.17,1,N,142,238,1,5.5,0.5,0.5,1,0,0.3,10.3,2.5
2,01-01-2020 00:20,01-01-2020 00:24,1,1.35,1,N,239,24,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5
2,01-01-2020 00:25,01-01-2020 00:35,1,5.19,1,N,24,243,2,16,0.5,0.5,0,0,0.3,17.3,0
2,01-01-2020 00:11,01-01-2020 00:17,1,0.5,1,N,211,231,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,01-01-2020 00:22,01-01-2020 00:43,1,3.46,1,N,211,246,2,15,0.5,0.5,0,0,0.3,18.8,2.5
2,01-01-2020 00:44,01-01-2020 01:46,1,6.7,1,N,50,7,1,38.5,0.5,0.5,8.46,0,0.3,50.76,2.5
1,01-01-2020 00:08,01-01-2020 00:24,4,3.5,1,N,234,140,1,13.5,3,0.5,3.46,0,0.3,20.76,2.5
1,01-01-2020 00:26,01-01-2020 00:38,1,3.6,1,N,140,41,2,12.5,3,0.5,0,0,0.3,16.3,2.5
1,01-01-2020 00:58,01-01-2020 01:04,2,1.3,1,N,262,140,1,7,3,0.5,2.15,0,0.3,12.95,2.5
2,01-01-2020 00:02,01-01-2020 00:13,1,6.46,1,N,142,244,1,19,0.5,0.5,2.28,0,0.3,25.08,2.5
2,01-01-2020 00:24,01-01-2020 00:32,1,1.25,1,N,166,238,1,7.5,0.5,0.5,2.83,0,0.3,14.13,2.5
2,01-01-2020 00:37,01-01-2020 00:39,1,0.51,1,N,239,239,1,4,0.5,0.5,1.17,0,0.3,8.97,2.5
2,01-01-2020 00:41,01-01-2020 01:25,1,2.43,1,N,239,186,2,25.5,0.5,0.5,0,0,0.3,29.3,2.5
2,01-01-2020 00:12,01-01-2020 00:18,2,1.4,1,N,263,140,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,01-01-2020 00:21,01-01-2020 00:35,2,2.67,1,N,140,143,2,12,0.5,0.5,0,0,0.3,15.8,2.5
2,01-01-2020 00:37,01-01-2020 00:50,2,2.33,1,N,143,236,1,11,0.5,0.5,2,0,0.3,16.8,2.5
2,01-01-2020 00:53,01-01-2020 01:13,1,3.75,1,N,236,107,1,15.5,0.5,0.5,2,0,0.3,21.3,2.5
1,01-01-2020 00:14,01-01-2020 00:40,2,2.1,1,N,48,107,1,16.5,3,0.5,4.05,0,0.3,24.35,2.5
2,01-01-2020 00:14,01-01-2020 00:23,1,1.78,1,N,161,141,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,01-01-2020 00:25,01-01-2020 00:38,1,3.16,1,N,141,224,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5
2,01-01-2020 00:41,01-01-2020 00:54,1,3.37,1,N,107,263,1,12,0.5,0.5,2.1,0,0.3,17.9,2.5
1,01-01-2020 00:18,01-01-2020 00:21,2,0.6,1,N,142,143,1,5,3,0.5,2.6,0,0.3,11.4,2.5
1,01-01-2020 00:25,01-01-2020 00:29,2,0.8,1,N,239,151,1,5,3,0.5,2,0,0.3,10.8,2.5
1,01-01-2020 00:35,01-01-2020 00:53,1,3,1,N,238,229,1,14,3,0.5,3.55,0,0.3,21.35,2.5
1,01-01-2020 00:56,01-01-2020 01:21,2,3.8,1,N,229,45,4,16.5,3,0.5,0,0,0.3,20.3,2.5
2,01-01-2020 00:08,01-01-2020 00:19,2,2.64,1,N,151,262,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
2,01-01-2020 00:21,01-01-2020 00:36,3,2.83,1,N,262,161,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
2,01-01-2020 00:46,01-01-2020 00:56,3,0.55,1,N,162,161,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
2,01-01-2020 00:58,01-01-2020 01:09,1,2.18,1,N,161,262,1,9.5,0.5,0.5,2.39,0,0.3,15.69,2.5
2,01-01-2020 00:08,01-01-2020 00:13,3,1.1,1,N,148,231,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,01-01-2020 00:16,01-01-2020 00:30,2,1.89,1,N,231,79,1,11,0.5,0.5,1,0,0.3,15.8,2.5
2,01-01-2020 00:43,01-01-2020 00:59,1,3.17,1,N,262,151,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5
2,01-01-2020 00:12,01-01-2020 00:21,1,1.5,1,N,40,65,1,7.5,0.5,0.5,1.76,0,0.3,10.56,0
2,01-01-2020 00:36,01-01-2020 00:53,1,6.43,1,N,261,170,1,20.5,0.5,0.5,4.86,0,0.3,29.16,2.5
2,01-01-2020 00:55,01-01-2020 01:02,1,0.83,1,N,170,170,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
1,01-01-2020 00:14,01-01-2020 00:22,3,1.5,1,N,148,107,1,8,3,0.5,2.35,0,0.3,14.15,2.5
1,01-01-2020 00:30,01-01-2020 00:54,2,8,1,N,137,181,2,25.5,3,0.5,0,0,0.3,29.3,2.5
1,01-01-2020 00:19,01-01-2020 00:26,1,1.4,1,N,43,236,1,7,3,0.5,2.7,0,0.3,13.5,2.5
1,01-01-2020 00:29,01-01-2020 00:52,1,4.7,1,N,236,79,1,18,3,0.5,6.5,0,0.3,28.3,2.5
2,01-01-2020 00:05,01-01-2020 00:25,2,2.95,1,N,87,158,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5
2,01-01-2020 00:29,01-01-2020 00:59,3,5.25,1,N,158,236,1,22.5,0.5,0.5,5.26,0,0.3,31.56,2.5
1,01-01-2020 00:16,01-01-2020 00:18,1,0.5,1,N,170,107,3,3.5,3,0.5,0,0,0.3,7.3,2.5
1,01-01-2020 00:53,01-01-2020 01:04,1,1.4,1,N,234,107,1,8.5,3,0.5,0,0,0.3,12.3,2.5
1,01-01-2020 00:31,01-01-2020 01:05,1,9.9,1,N,231,82,2,33,2.5,0.5,0,0,0.3,36.3,2.5
1,01-01-2020 00:42,01-01-2020 01:07,2,3.9,1,N,151,229,2,18,3,0.5,0,0,0.3,21.8,2.5
2,01-01-2020 00:12,01-01-2020 00:19,1,1.26,1,N,166,238,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,01-01-2020 00:21,01-01-2020 00:27,4,1.48,1,N,238,24,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,01-01-2020 00:29,01-01-2020 00:46,1,3.28,1,N,166,262,2,14.5,0.5,0.5,0,0,0.3,18.3,2.5
2,01-01-2020 00:21,01-01-2020 00:30,1,1.61,1,N,181,49,1,8,0.5,0.5,1.86,0,0.3,11.16,0
2,01-01-2020 00:47,01-01-2020 01:09,1,3.23,1,N,144,232,1,16,0.5,0.5,0,0,0.3,19.8,2.5
2,01-01-2020 00:27,01-01-2020 00:37,3,1.88,1,N,239,237,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,01-01-2020 00:52,01-01-2020 01:01,1,2.26,1,N,237,75,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,01-01-2020 00:53,01-01-2020 01:16,1,12.92,1,N,132,265,1,36,0.5,0.5,7.46,0,0.3,44.76,0
2,01-01-2020 00:13,01-01-2020 00:32,2,7.76,1,N,138,151,1,24,0.5,0.5,6.28,6.12,0.3,37.7,0
2,01-01-2020 00:36,01-01-2020 00:44,1,1.33,1,N,43,239,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
2,01-01-2020 00:46,01-01-2020 00:51,3,0.71,1,N,239,238,1,5.5,0.5,0.5,1.3,0,0.3,10.6,2.5
2,01-01-2020 00:52,01-01-2020 01:08,2,2.31,1,N,238,141,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
2,01-01-2020 00:03,01-01-2020 00:14,1,2.89,1,N,229,145,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5
2,01-01-2020 00:42,01-01-2020 00:49,1,1.06,1,N,161,137,1,6.5,0.5,0.5,4,0,0.3,14.3,2.5
2,01-01-2020 00:17,01-01-2020 00:28,1,2.11,1,N,140,236,1,10,0.5,0.5,2.07,0,0.3,15.87,2.5
2,01-01-2020 00:32,01-01-2020 00:41,1,1.52,1,N,236,43,1,8.5,0.5,0.5,1,0,0.3,13.3,2.5
2,01-01-2020 00:44,01-01-2020 00:53,1,1.97,1,N,163,75,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,01-01-2020 00:05,01-01-2020 00:14,1,2.29,1,N,236,162,1,9,0.5,0.5,1,0,0.3,13.8,2.5
2,01-01-2020 00:25,01-01-2020 00:29,1,1.62,1,N,229,263,1,6.5,0.5,0.5,2.58,0,0.3,12.88,2.5
2,01-01-2020 00:30,01-01-2020 00:33,1,0.98,1,N,263,141,1,5,0.5,0.5,1.32,0,0.3,10.12,2.5
2,01-01-2020 00:40,01-01-2020 00:52,1,2.7,1,N,140,238,1,11.5,0.5,0.5,3,0,0.3,18.3,2.5
2,01-01-2020 00:53,01-01-2020 01:46,1,6.39,1,N,238,211,1,34,0.5,0.5,7.56,0,0.3,45.36,2.5
1,01-01-2020 00:14,01-01-2020 00:34,3,1.4,1,N,233,186,2,12.5,3,0.5,0,0,0.3,16.3,2.5
1,01-01-2020 00:44,01-01-2020 01:11,2,5.2,1,N,249,112,1,19,3,0.5,5.75,6.12,0.3,34.67,2.5
2,01-01-2020 00:12,01-01-2020 00:16,1,0.75,1,N,249,125,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,01-01-2020 00:22,01-01-2020 00:35,1,2.01,1,N,211,137,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,01-01-2020 00:37,01-01-2020 00:58,1,7.21,1,N,137,158,1,23.5,0.5,0.5,5.46,0,0.3,32.76,2.5
2,01-01-2020 00:41,01-01-2020 01:25,2,4.26,1,N,68,261,2,27.5,0.5,0.5,0,0,0.3,31.3,2.5
2,01-01-2020 00:43,01-01-2020 01:40,5,8.6,1,N,68,223,1,39.5,0.5,0.5,5.2,0,0.3,48.5,2.5
1,01-01-2020 00:13,01-01-2020 00:42,3,2.7,1,N,249,48,1,18,3,0.5,2,0,0.3,23.8,2.5
1,01-01-2020 00:46,01-01-2020 01:00,1,3.4,1,N,142,41,1,12.5,3,0.5,4.05,0,0.3,20.35,2.5
2,01-01-2020 00:22,01-01-2020 00:41,1,2.38,1,N,164,79,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,01-01-2020 00:45,01-01-2020 01:23,1,5.18,1,N,79,143,1,25,0.5,0.5,4.32,0,0.3,33.12,2.5
2,01-01-2020 00:55,01-01-2020 01:11,1,2.92,1,N,142,41,2,13,0.5,0.5,0,0,0.3,16.8,2.5
2,01-01-2020 00:16,01-01-2020 00:37,1,3.06,1,N,162,79,2,14.5,0.5,0.5,0,0,0.3,18.3,2.5
2,01-01-2020 00:47,01-01-2020 00:52,1,0.74,1,N,107,137,1,5,0.5,0.5,0.88,0,0.3,9.68,2.5
2,01-01-2020 00:54,01-01-2020 00:58,1,0.6,1,N,170,137,3,-4.5,-0.5,-0.5,0,0,-0.3,-8.3,-2.5
2,01-01-2020 00:54,01-01-2020 00:58,1,0.6,1,N,170,137,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,01-01-2020 00:29,01-01-2020 00:46,1,3.83,1,N,163,24,1,15.5,0.5,0.5,2,0,0.3,21.3,2.5
2,01-01-2020 00:53,01-01-2020 01:12,1,5.34,1,N,238,90,2,19,0.5,0.5,0,0,0.3,22.8,2.5
1,01-01-2020 00:08,01-01-2020 00:13,1,0.5,1,N,114,148,1,5,3,0.5,1.75,0,0.3,10.55,2.5
1,01-01-2020 00:16,01-01-2020 00:36,3,3.9,1,N,148,48,1,16,3,0.5,3.95,0,0.3,23.75,2.5
1,01-01-2020 00:43,01-01-2020 00:59,1,1.9,1,N,48,143,1,11.5,3,0.5,3.05,0,0.3,18.35,2.5
1,01-01-2020 00:22,01-01-2020 00:25,1,0.6,1,N,68,246,2,4.5,3,0.5,0,0,0.3,8.3,2.5
1,01-01-2020 00:29,01-01-2020 00:42,2,2.3,1,N,68,125,1,10.5,3,0.5,0,0,0.3,14.3,2.5
1,01-01-2020 00:44,01-01-2020 00:50,1,1.2,1,N,125,158,1,6,3,0.5,1.96,0,0.3,11.76,2.5
1,01-01-2020 00:50,01-01-2020 01:00,3,1.7,1,N,158,211,1,8.5,3,0.5,2.45,0,0.3,14.75,2.5
2,01-01-2020 00:21,01-01-2020 00:41,4,4.55,1,N,229,144,2,18,0.5,0.5,0,0,0.3,21.8,2.5
2,01-01-2020 00:44,01-01-2020 00:51,3,1.53,1,N,144,113,1,7.5,0.5,0.5,2.82,0,0.3,14.12,2.5
2,01-01-2020 00:54,01-01-2020 01:04,3,1.35,1,N,113,170,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,01-01-2020 00:17,01-01-2020 00:27,4,0.84,1,N,140,237,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,01-01-2020 00:32,01-01-2020 00:41,4,1.8,1,N,237,75,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
2,01-01-2020 00:43,01-01-2020 00:53,3,1.49,1,N,75,41,2,8,0.5,0.5,0,0,0.3,9.3,0
2,01-01-2020 00:54,01-01-2020 01:12,2,1.76,1,N,41,75,2,12.5,0.5,0.5,0,0,0.3,13.8,0
1,01-01-2020 00:34,01-01-2020 00:38,1,0.6,1,N,236,262,1,4.5,3,0.5,1.65,0,0.3,9.95,2.5
1,01-01-2020 00:39,01-01-2020 01:03,2,13.7,1,N,262,134,1,38.5,3,0.5,12.1,6.12,0.3,60.52,2.5
1,01-01-2020 00:08,01-01-2020 00:39,2,1.5,1,N,90,161,1,18,3,0.5,3,0,0.3,24.8,2.5
2,01-01-2020 00:15,01-01-2020 00:33,1,3.57,1,N,68,238,2,15,0.5,0.5,0,0,0.3,18.8,2.5
2,01-01-2020 00:35,01-01-2020 00:55,1,8.2,1,N,238,220,2,25.5,0.5,0.5,0,2.8,0.3,32.1,2.5
1,01-01-2020 00:22,01-01-2020 00:35,2,2.1,1,N,161,141,1,10.5,3,0.5,1,0,0.3,15.3,2.5
1,01-01-2020 00:41,01-01-2020 00:48,2,1.3,1,N,237,262,2,6.5,3,0.5,0,0,0.3,10.3,2.5
1,01-01-2020 00:58,01-01-2020 01:12,1,4.1,1,N,236,226,2,14,3,0.5,0,0,0.3,17.8,2.5
2,01-01-2020 00:25,01-01-2020 00:36,1,1.65,1,N,249,148,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,01-01-2020 00:38,01-01-2020 00:55,3,2.53,1,N,148,170,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
2,01-01-2020 00:59,01-01-2020 01:20,3,1.92,1,N,170,68,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5
1,01-01-2020 00:44,01-01-2020 00:48,1,0.8,3,N,170,107,1,22.5,0.5,0,4.65,0,0.3,27.95,0
1,01-01-2020 00:11,01-01-2020 00:36,1,5.2,1,N,231,239,1,21,3,0.5,6.2,0,0.3,31,2.5
1,01-01-2020 00:39,01-01-2020 00:43,2,0.7,1,N,238,151,1,5,3,0.5,1.76,0,0.3,10.56,2.5
1,01-01-2020 00:45,01-01-2020 00:52,1,1.6,1,N,238,43,2,7.5,3,0.5,0,0,0.3,11.3,2.5
1,01-01-2020 00:54,01-01-2020 01:23,1,6.6,1,N,43,114,1,25,3,0.5,4,0,0.3,32.8,2.5
1,01-01-2020 00:01,01-01-2020 00:26,1,2.3,1,N,161,249,1,16.5,3,0.5,4.05,0,0.3,24.35,2.5
1,01-01-2020 00:31,01-01-2020 01:00,1,4.5,1,N,249,143,1,20.5,3,0.5,4.86,0,0.3,29.16,2.5
2,01-01-2020 00:17,01-01-2020 00:37,6,2.11,1,N,142,237,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5
2,01-01-2020 00:38,01-01-2020 00:54,6,2.48,1,N,236,170,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5
2,01-01-2020 00:11,01-01-2020 00:20,1,1.79,1,N,144,158,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
2,01-01-2020 00:23,01-01-2020 00:34,1,1.25,1,N,158,234,1,8.5,0.5,0.5,3.69,0,0.3,15.99,2.5
2,01-01-2020 00:39,01-01-2020 00:52,2,1.66,1,N,234,211,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,01-01-2020 00:53,01-01-2020 01:08,1,2.32,1,N,114,45,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
2,01-01-2020 00:13,01-01-2020 00:21,1,1.27,1,N,231,211,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,01-01-2020 00:27,01-01-2020 00:55,1,4.83,1,N,113,75,1,20.5,0.5,0.5,6.08,0,0.3,30.38,2.5
